source,category,action,destination,note
/lasvegas/51s/video-las-vegas-ballpark-shines-in-opening-night-debut,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/aces-center-aja-wilson-named-wnba-rookie-of-the-year-by-associated-press,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/aces-look-for-another-franchise-player-with-first-overall-pick-in-wnba-draft,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/aces-stars-wilson-mcbride-advocate-for-wage-equality,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/aja-wilson-ace-of-the-aces-and-queen-of-sin-city-hoops,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/despite-25-hour-travel-nightmare-remorseless-wnba-forces-aces-to-forfeit,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/despite-cambages-absence-lv-aces-look-like-team-to-beat-in-wnba,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/four-possible-draft-prospects-for-the-las-vegas-aces,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/jackie-young-is-the-glue-the-aces-need-for-a-magical-2019-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/las-vegas-aces-heating-up-behind-wilson,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/lv-aces-acquire-wnba-mvp-runner-up-liz-cambage-in-blockbuster-deal,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/lv-aces-watch-parties-show-rising-wnba-team-is-a-community-affair,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/mcbride-makes-all-star-push-with-excellent-start-for-las-vegas-aces,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/mcbride-wilson-lead-aces-to-victory-once-again-in-epic-comeback,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/retooled-las-vegas-aces-primed-for-wnba-title-run-in-2019-campaign,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/wilson-aces-pull-out-upset-win-over-first-place-los-angeles,misc,review,,manual review — does not match WP-style pattern
/lasvegas/aces/wnba-playoff-deep-dive-las-vegas-aces-vs-chicago-sky,misc,review,,manual review — does not match WP-style pattern
/lasvegas/alexander-gustafsson-retiresokkkkkk,misc,review,,manual review — does not match WP-style pattern
/lasvegas/analyzing-the-fantasy-football-potential-of-the-oakland-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/boxing,misc,review,,manual review — does not match WP-style pattern
/lasvegas/boxing/floyd-mayweather-coming-out-of-retirement-to-join-mma,misc,review,,manual review — does not match WP-style pattern
/lasvegas/boxing/update-floyd-mayweather-will-not-return-to-attempt-mma-fight,misc,review,,manual review — does not match WP-style pattern
/lasvegas/everyones-favorite-fighter-to-talk-about-greg-hardy,misc,review,,manual review — does not match WP-style pattern
/lasvegas/five-potential-post-draft-cuts-oakland-raiders-can-target,misc,review,,manual review — does not match WP-style pattern
/lasvegas/five-unlv-rebels-draft-prospects,misc,review,,manual review — does not match WP-style pattern
/lasvegas/flight-plan-aviators-soar-to-new-frontiers-after-unforgettable-2018,misc,review,,manual review — does not match WP-style pattern
/lasvegas/georges-st-pierre-the-most-accomplished-fighter-of-all-time,misc,review,,manual review — does not match WP-style pattern
/lasvegas/golden-knights-strong-team-play-highlights-excellent-preseason,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/101975,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/a-tale-of-two-teams-touch-luck-vgk-split-first-two-games-of-road-trip,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/an-insane-golden-knights-ticket-offer-i-couldnt-refuse-but-did,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/blame-the-russians-not-those-russians-for-the-golden-knights-failure,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/breaking-golden-knights-defenseman-nate-schmidt-suspended-for-peds,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/breaking-golden-knights-fire-head-coach-girard-gallant,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/carrier-on-my-wayward-son-to-a-new-contract-winger-re-signs-with-vgk,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/coming-or-going-golden-knights-look-to-build-roster-for-year-two,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/community-support-helps-nine-year-old-golden-knights-fan-from-winnipeg-see-her-favorite-team,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/curtain-falls-on-historic-golden-knights-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/five-activities-to-take-your-mind-off-the-premature-vgk-playoff-elimination,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/flames-capitals-blackhawks-x2-knights-continue-month-long-hot-streak,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/flower-power-vgk-inks-popular-goalie-to-three-year-extension,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-2019-2020-preseason-recap-season-preview-and-predictions,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-defenseman-shea-theodore-reveals-cancer-battle,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-dominate-best-of-las-vegas-awards,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-dominate-coyotes-avs-in-early-preseason-action,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-fall-opening-knight-5-2-to-flyers-eye-minnesota-rebound,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-look-to-clean-house-at-nhl-awards,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-near-deal-to-acquire-fort-wayne-komets-as-echl-affiliate,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-reach-trademark-agreement-with-u-s-army-2,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-rebound-with-5-0-win-after-rough-road-trip,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-season-ends-in-disappointing-fashion,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-shatter-tv-ratings-records-in-first-two-games-of-stanley-cup-finals,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-sign-canadiens-captain-max-pacioretty-after-blockbuster-trade,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-sign-first-ever-vegasborn-player-to-two-year-deal,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/golden-knights-themed-classrooms-reign-supreme-for-local-teachers,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/greatest-save-of-the-year-please,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/heartbroken-victims-golden-misfits-speech-101560,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/holy-schmidt-golden-knights-find-their-mojo-with-the-return-of-suspended-defenseman,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/how-a-completely-blown-penalty-call-ended-the-golden-knights-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/how-getting-stoned-helped-turned-the-golden-knights-into-the-golden-misfits-again,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/in-game-challenges-prove-tricky-for-gallant-and-the-golden-knights,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/inconsistent-reporting-making-nhl-free-agency-potential-karlsson-trade-a-headache,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/knights-of-the-round-table-vgk-not-ready-for-a-captain,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/knights-pick-up-two-wins-in-rough-east-coast-swing,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/let-the-erik-karlsson-to-vegas-rumors-begin-again,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/nhl-suspends-season-as-coronavirus-fears-grow,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/no-fun-police-cant-take-the-shine-off-vgk-pregame-show,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/over-the-hump-knights-stare-down-seasons-back-half,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/paul-stastny-not-paul-stanley-heads-to-vegas-with-three-year-deal,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/saddle-up-wild-bills-back-back-again,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/schmidty-deal-knights-lock-their-nate-schmidt-up,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/shark-bitten-what-happened-to-the-golden-knights-in-game-one,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/the-t-mobile-redemption-hope-is-a-good-thing-maybe-the-best-of-things,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/the-troubling-tomas-tatar,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/trade-deadline-rumors-who-will-vgk-bring-in-for-playoff-push,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/two-years-one-cup-vegas-vgk-in-a-frenzy-heading-into-chapter-2,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/two-years-one-cup-what-the-playoffs-have-in-store-for-the-vgk,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/underrated-the-case-for-malcolm-subban,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/valentin-zykov-suspended-20-games-for-banned-substance,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/vgk-fans-are-pissed-about-single-game-ticket-prices-for-upcoming-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/vgk-plays-beats-buffalo-4-1-prepping-for-saturday-showdown-with-anaheim,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/vgk-salvage-500-record-on-four-game-road-trip,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/vgk-win-pacific-as-league-officially-announces-nhl-playoff-format,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/video-reaves-dressed-like-knight-scares-the-puck-out-of-teammates,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/washingtons-wilson-reigns-supreme-as-the-nhls-dirtiest-with-a-capital-d,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/what-a-knight-what-a-year-2018-was-the-year-of-the-golden-knights,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/what-the-knights-return-from-break-tells-us-about-the-rest-of-the-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/why-knights-fans-are-pissed-off-nikita-gusev-the-goose-is-loose,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/why-max-pacioretty-could-be-the-next-member-of-the-golden-misfits,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/why-the-vegas-golden-knights-are-the-best-casual-follow-in-professional-sports,misc,review,,manual review — does not match WP-style pattern
/lasvegas/goldenknights/william-karlsson-signs-eight-year-extension-with-golden-knights,misc,review,,manual review — does not match WP-style pattern
/lasvegas/henry-ruggs-iii-and-las-vegas-raiders-agree-to-deal,misc,review,,manual review — does not match WP-style pattern
/lasvegas/jon-jones-is-granted-license-to-fight-ufc-232-is-ready-to-roll,misc,review,,manual review — does not match WP-style pattern
/lasvegas/jose-aldo-the-gift-that-keeps-on-giving,misc,review,,manual review — does not match WP-style pattern
/lasvegas/khabib-says-no-more-las-vegas,misc,review,,manual review — does not match WP-style pattern
/lasvegas/las-vegas-aces-select-lauren-manis-in-the-wnba-draft,misc,review,,manual review — does not match WP-style pattern
/lasvegas/las-vegas-raiders-day-three-draft-recap,misc,review,,manual review — does not match WP-style pattern
/lasvegas/las-vegas-raiders-news-and-notes,misc,review,,manual review — does not match WP-style pattern
/lasvegas/las-vegas-raiders-sign-devontae-booker-and-prince-amukamara,misc,review,,manual review — does not match WP-style pattern
/lasvegas/las-vegas-raiders-sign-four-draft-picks-as-camp-approaches,misc,review,,manual review — does not match WP-style pattern
/lasvegas/las-vegas-raiders-sing-unlv-rebels-javin-white,misc,review,,manual review — does not match WP-style pattern
/lasvegas/longtime-influential-local-baseball-scout-manny-guerra-passes-away-at-87,misc,review,,manual review — does not match WP-style pattern
/lasvegas/major-league-city-top-five-sports-moments-for-las-vegas-in-2018,misc,review,,manual review — does not match WP-style pattern
/lasvegas/milbs-switch-to-mlbs-juiced-balls-drastically-altered-triple-a-baseball,misc,review,,manual review — does not match WP-style pattern
/lasvegas/mlb-commish-says-league-is-considering-potential-vegas-expansion,misc,review,,manual review — does not match WP-style pattern
/lasvegas/oakland-raiders-and-detriot-lions-game-preview,misc,review,,manual review — does not match WP-style pattern
/lasvegas/potential-landing-spots-for-oakland-raiders-karl-joseph,misc,review,,manual review — does not match WP-style pattern
/lasvegas/pro-sports-must-end-flat-world-cannabis-policies-for-the-sake-of-future-athletes,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders-busy-on-day-two-of-the-tampering-period,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders-day-two-draft-recap,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders-josh-jacobs-wins-offensive-rookie-of-the-year,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders-look-to-carr-jacobs-in-road-tilt-in-minnesota,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders-sign-agholor-kush-and-smith,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders-takeaways-from-first-road-win-of-the-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/a-rehabilitated-kareem-hunt-could-be-the-answer-for-2020-lv-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/active-raiders-make-big-offseason-splash-with-brown-acquisitions,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/after-wild-august-here-are-five-predictions-for-the-2018-raiders-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/antonio-brown-4,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/antonio-brown-to-raiders-release-me,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/as-vegas-fights-covid-19-raiders-donate-1m-towards-effort,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/beating-a-dead-horse-enough-with-the-endless-derek-carr-hate,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/breaking-city-of-okland-files-antitrust-suit-against-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/breaking-down-the-best-raiders-fantasy-football-options-for-2018,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/breaking-raiders-rb-marshawn-lynch-out-indefinitely-may-head-to-ir,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/breaking-raiders-trade-wr-amari-cooper-to-cowboys-for-first-round-pick,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/coming-out-party-las-vegas-to-host-2020-nfl-draft,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/contracted-migraine-raiders-wr-antonio-brown-is-an-incurable-headache,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/derek-carrs-brother-gets-destroyed-in-twitter-war-with-jets-jamal-adams,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/despite-near-apocalyptic-start-raiders-have-winnable-games-after-bye-week,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/espn-blueprints-how-the-raiders-land-jadeveon-clowney-matt-stafford,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/espn-projects-interesting-first-pick-for-raiders-in-deep-2020-nfl-draft,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/experts-have-raiders-taking-these-safeties-wrs-in-the-2020-nfl-draft,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/fair-weather-raiders-fans-need-to-lay-off-quarterback-derek-carr,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/five-moves-that-can-lead-the-raiders-towards-contention-in-2019,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/five-options-the-raiders-could-pursue-to-replace-derek-carr,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/five-reasons-the-raiders-season-is-completely-fcked,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/five-things-the-raiders-must-do-to-make-the-playoffs-in-2020,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/five-underrated-free-agents-the-oakland-raiders-should-target,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/five-ways-the-oakland-raiders-can-end-perfect-offseason,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/five-wide-receivers-not-named-antonio-brown-raiders-can-trade-for,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/former-pro-bowler-could-be-answer-to-oakland-raiders-pass-rush-woes,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/four-observations-from-raiders-preseason-win-over-cardinals,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/four-players-that-stood-out-for-the-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/gruden-confident-rolling-out-muscle-hamster-as-raiders-feature-back,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/hard-knocks-ep-1-recap-rookie-johnathan-abram-steals-the-spotlight,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/hard-knocks-ep-2-recap-abs-feet-and-hunter-renfroes-angelic-voice,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/hbo-announces-raiders-for-2019-season-of-hard-knocks,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/hbo-releases-first-teaser-for-raiders-season-of-hard-knocks,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/is-new-raiders-head-coach-jon-gruden-really-worth-anywhere-near-100-million,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/joint-venture-raiders-bring-back-martavis-bryant-in-shocking-deal,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/key-players-in-the-raiders-victory-over-the-bengals,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/kyler-murray-choosing-nfl-could-completely-change-raiders-2019-draft,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/las-vegas-raiders-2020-schedule-recap,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/las-vegas-raiders-day-one-draft-recap,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/las-vegas-raiders-stadium-construction-continues-amidst-pandemic,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/nelson-to-retire-bryant-out-for-season-as-raiders-nightmare-season-rolls-on,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/nfl-anthem-protests-enter-third-season-of-controversy-conversation,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/nfl-denies-raiders-wr-antonio-browns-helmet-grievance,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/nfl-insider-predicts-oakland-raiders-will-trade-up-for-qb-in-nfl-draft,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/no-reason-raiders-shouldnt-make-the-playoffs-heres-why,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/ny-radio-host-insists-raiders-will-trade-derek-carr-to-giants,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/oakland-raiders-keys-to-the-game-against-chargers,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/oakland-raiders-late-round-pick-named-surprise-star,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/oakland-raiders-should-trade-for-former-mayock-favorite,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/possible-slot-receiver-options-for-the-oakland-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-allegiant-airlines-near-deal-for-new-stadium-naming-rights,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-announce-allegiant-stadium-name-during-ceremony,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-at-7-to-1-odds-to-add-hall-of-fame-qb-tom-brady,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-come-up-with-a-big-win-against-the-chargers,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-could-lose-important-defensive-coach-to-university-of-georgia,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-expected-to-release-wr-martavis-bryant,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-great-cliff-branch-passes-away-at-71,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-join-list-of-favorites-to-land-steelers-rb-leveon-bell,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-lb-vontaze-burfict-suspended-for-remainder-of-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-newcomer-whitehead-criticizes-cowboys-prescotts-comments-on-anthem-kneeling,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-offseason-needs,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-owner-mark-davis-making-rounds-as-franchise-looks-to-join-vegas-community,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-part-ways-with-general-manager-reggie-mckenzie,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-part-ways-with-las-vegas-product-brandon-marshall,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-set-to-pursue-tom-brady-if-qb-doesnt-sign-with-pats,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-should-cut-the-cord-and-live-the-beach-life-in-san-diego-for-2019,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-take-chance-on-troubled-pro-bowl-offensive-lineman-richie-incognito,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-threaten-to-leave-oakland-early-after-city-council-announces-lawsuit,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-throwback-thursday-chester-mcglockton,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/raiders-were-correct-landing-martavis-bryant,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/reason-oakland-raiders-passed-on-josh-allen-revealed,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/short-leash-blurred-vision-is-derek-carr-the-future-for-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/should-the-raiders-shut-down-derek-carr-for-2018-and-go-after-leveon-bell,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/soon-to-be-las-vegas-raiders-ecstatic-about-early-psl-sales,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/super-spectators-five-ways-you-can-enjoy-the-big-game-in-vegas-this-year,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/takeaways-from-raiders-24-17-victory-over-chargers,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/takeaways-from-raiders-win-over-broncos,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/ten-bold-predictions-for-the-oakland-raiders-2019-offseason,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/the-2018-colts-are-the-perfect-model-for-the-2019-oakland-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/the-case-for-the-raiders-to-sign-free-agent-d-lineman-gerald-mccoy,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/the-top-five-locations-to-host-the-future-las-vegas-raiders-in-2019,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/three-major-reasons-the-raiders-wont-finish-dead-last-in-the-afc-west,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/top-five-question-marks-as-raiders-open-2019-training-camp,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/top-five-questions-facing-raiders-heading-into-2018-training-camp,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/two-keys-for-a-oakland-raiders-victory-over-tennessee-titans,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/udfas-most-likely-to-make-impact-with-oakland-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/watch-gruden-raiders-attempt-to-carry-tune-serenade-nelson-for-birthday,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/watch-raiders-fans-scrap-with-rams-fan-in-la-preseason-game,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/what-d-swearinger-and-dion-jordan-brings-to-the-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/what-damarious-randall-brings-to-the-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/what-mike-mayocks-hiring-means-for-the-oakland-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/what-nick-kwiatkoski-brings-to-the-las-vegas-raiders,misc,review,,manual review — does not match WP-style pattern
/lasvegas/raiders/why-derek-carr-will-be-an-nfl-mvp-candidate-in-2018,misc,review,,manual review — does not match WP-style pattern
/lasvegas/sports-mockery-expansion-to-mock-las-vegas,misc,review,,manual review — does not match WP-style pattern
/lasvegas/sunny-days-ahead-top-five-reasons-the-phoenix-suns-should-move-to-vegas-over-seattle,misc,review,,manual review — does not match WP-style pattern
/lasvegas/takeaways-from-the-raiders-14-3-victory-over-rams,misc,review,,manual review — does not match WP-style pattern
/lasvegas/the-greatness-of-the-ufc-lightweight-division,misc,review,,manual review — does not match WP-style pattern
/lasvegas/the-top-5-fights-we-want-to-see-in-2019,misc,review,,manual review — does not match WP-style pattern
/lasvegas/the-top-5-fights-were-most-excited-for-in-the-rest-of-2019,misc,review,,manual review — does not match WP-style pattern
/lasvegas/the-top-five-reasons-the-clippers-should-move-to-vegas-not-seattle,misc,review,,manual review — does not match WP-style pattern
/lasvegas/three-keys-to-victory-for-the-raiders-against-the-colts,misc,review,,manual review — does not match WP-style pattern
/lasvegas/three-receivers-the-raiders-should-look-at-in-free-agency,misc,review,,manual review — does not match WP-style pattern
/lasvegas/tiger-lefty-agree-to-18-hole-duel-at-shadow-creek-thanksgiving-weekend,misc,review,,manual review — does not match WP-style pattern
/lasvegas/tiger-vs-phil-a-fans-betting-guide-for-thanksgiving-weekends-showdown,misc,review,,manual review — does not match WP-style pattern
/lasvegas/tj-dillashaw-joins-the-ranks-of-the-greatest-cheaters-ever,misc,review,,manual review — does not match WP-style pattern
/lasvegas/tom-brady-to-las-vegas-raiders-rumors-heat-up,misc,review,,manual review — does not match WP-style pattern
/lasvegas/top-five-question-marks-for-2018-19-golden-knights-season,misc,review,,manual review — does not match WP-style pattern
/lasvegas/two-defensive-free-agents-the-raiders-need-to-sign,misc,review,,manual review — does not match WP-style pattern
/lasvegas/ufc-231-predictions-time-for-t-city-or-will-holloway-continue-his-reign,misc,review,,manual review — does not match WP-style pattern
/lasvegas/ufc-232-predictions-the-final-chapter-of-2018,misc,review,,manual review — does not match WP-style pattern
/lasvegas/ufc-234-predictions,misc,review,,manual review — does not match WP-style pattern
/lasvegas/ufc-235-predictions-is-this-going-to-be-the-best-card-of-the-year,misc,review,,manual review — does not match WP-style pattern
/lasvegas/ufc-238-review-henry-cejudo-and-valentina-shevchenko-officially-enter-the-goat-talks,misc,review,,manual review — does not match WP-style pattern
/lasvegas/ufc-fight-night-nebraska-preview,misc,review,,manual review — does not match WP-style pattern
